"ID;""RegioS"";""Perioden"";""PrijsindexVerkoopprijzen_1"";""OntwikkelingTOVVoorgaandePeriode_2"";""OntwikkelingTOVEenJaarEerder_3"";""VerkochteWoningen_4"";""OntwikkelingTOVVoorgaandePeriode_5"";""OntwikkelingTOVEenJaarEerder_6"";""GemiddeldeVerkoopprijs_7"";""TotaleWaardeVerkoopprijzen_8"""
"2255;""GM0518"";""2006JJ00"";"" 106.2"";""     4.7"";""     4.7"";""    8031"";""    -0.6"";""    -0.6"";""  210009"";""    1687"""
"2256;""GM0518"";""2007KW01"";"" 108.9"";""     0.7"";""     5.6"";""    1764"";""   -15.2"";""    -6.2"";""  209383"";""     369"""
"2257;""GM0518"";""2007KW02"";"" 109.8"";""     0.8"";""     3.7"";""    2042"";""    15.8"";""    -0.2"";""  221906"";""     453"""
"2258;""GM0518"";""2007KW03"";"" 112.3"";""     2.3"";""     4.1"";""    2066"";""     1.2"";""     2.2"";""  235480"";""     487"""
"2259;""GM0518"";""2007KW04"";"" 113.3"";""     0.9"";""     4.7"";""    2082"";""     0.8"";""     0.0"";""  221530"";""     461"""
"2260;""GM0518"";""2007JJ00"";"" 111.1"";""     4.5"";""     4.5"";""    7954"";""    -1.0"";""    -1.0"";""  222556"";""    1770"""
"2261;""GM0518"";""2008KW01"";"" 113.4"";""     0.1"";""     4.1"";""    1692"";""   -18.7"";""    -4.1"";""  224018"";""     379"""
"2262;""GM0518"";""2008KW02"";"" 114.6"";""     1.0"";""     4.3"";""    1902"";""    12.4"";""    -6.9"";""  222116"";""     422"""
"2263;""GM0518"";""2008KW03"";"" 115.8"";""     1.1"";""     3.1"";""    1927"";""     1.3"";""    -6.7"";""  238429"";""     459"""
"2264;""GM0518"";""2008KW04"";"" 116.0"";""     0.2"";""     2.4"";""    1726"";""   -10.4"";""   -17.1"";""  229607"";""     396"""
"2265;""GM0518"";""2008JJ00"";"" 114.9"";""     3.5"";""     3.5"";""    7247"";""    -8.9"";""    -8.9"";""  228682"";""    1657"""
"2266;""GM0518"";""2009KW01"";"" 114.3"";""    -1.5"";""     0.7"";""    1087"";""   -37.0"";""   -35.8"";""  209401"";""     228"""
"2267;""GM0518"";""2009KW02"";"" 110.6"";""    -3.2"";""    -3.4"";""    1194"";""     9.8"";""   -37.2"";""  200026"";""     239"""
"2268;""GM0518"";""2009KW03"";"" 111.9"";""     1.1"";""    -3.4"";""    1355"";""    13.5"";""   -29.7"";""  220559"";""     299"""
"2269;""GM0518"";""2009KW04"";"" 110.2"";""    -1.5"";""    -4.9"";""    1458"";""     7.6"";""   -15.5"";""  219482"";""     320"""
"2270;""GM0518"";""2009JJ00"";"" 111.7"";""    -2.8"";""    -2.8"";""    5094"";""   -29.7"";""   -29.7"";""  213057"";""    1085"""
"2271;""GM0518"";""2010KW01"";"" 109.8"";""    -0.4"";""    -3.9"";""    1138"";""   -21.9"";""     4.7"";""  218415"";""     249"""
"2272;""GM0518"";""2010KW02"";"" 110.1"";""     0.3"";""    -0.4"";""    1260"";""    10.7"";""     5.5"";""  224807"";""     283"""
"2273;""GM0518"";""2010KW03"";"" 110.3"";""     0.1"";""    -1.4"";""    1188"";""    -5.7"";""   -12.3"";""  243743"";""     290"""
"2274;""GM0518"";""2010KW04"";"" 110.5"";""     0.3"";""     0.3"";""    1269"";""     6.8"";""   -13.0"";""  223559"";""     284"""
"2275;""GM0518"";""2010JJ00"";"" 110.2"";""    -1.4"";""    -1.4"";""    4855"";""    -4.7"";""    -4.7"";""  227616"";""    1105"""
"2276;""GM0518"";""2011KW01"";"" 108.8"";""    -1.5"";""    -0.9"";""    1058"";""   -16.6"";""    -7.0"";""  217430"";""     230"""
"2277;""GM0518"";""2011KW02"";"" 108.8"";""     0.0"";""    -1.2"";""    1139"";""     7.7"";""    -9.6"";""  225072"";""     256"""
"2278;""GM0518"";""2011KW03"";"" 108.7"";""    -0.1"";""    -1.4"";""    1119"";""    -1.8"";""    -5.8"";""  237458"";""     266"""
"2279;""GM0518"";""2011KW04"";"" 106.7"";""    -1.9"";""    -3.5"";""    1198"";""     7.1"";""    -5.6"";""  228995"";""     274"""
"2280;""GM0518"";""2011JJ00"";"" 108.3"";""    -1.7"";""    -1.7"";""    4514"";""    -7.0"";""    -7.0"";""  227392"";""    1026"""
"2281;""GM0518"";""2012KW01"";"" 105.4"";""    -1.2"";""    -3.1"";""     885"";""   -26.1"";""   -16.4"";""  213343"";""     189"""
"2282;""GM0518"";""2012KW02"";"" 102.2"";""    -3.0"";""    -6.1"";""    1113"";""    25.8"";""    -2.3"";""  225030"";""     250"""
"2283;""GM0518"";""2012KW03"";""  98.8"";""    -3.3"";""    -9.1"";""     827"";""   -25.7"";""   -26.1"";""  197327"";""     163"""
"2284;""GM0518"";""2012KW04"";""  96.9"";""    -2.0"";""    -9.2"";""    1129"";""    36.5"";""    -5.8"";""  204812"";""     231"""
"2285;""GM0518"";""2012JJ00"";"" 100.8"";""    -6.9"";""    -6.9"";""    3954"";""   -12.4"";""   -12.4"";""  210847"";""     834"""
"2286;""GM0518"";""2013KW01"";""  93.5"";""    -3.5"";""   -11.3"";""     827"";""   -26.7"";""    -6.6"";""  207038"";""     171"""
"2287;""GM0518"";""2013KW02"";""  93.2"";""    -0.3"";""    -8.8"";""     741"";""   -10.4"";""   -33.4"";""  210321"";""     156"""
"2288;""GM0518"";""2013KW03"";""  94.2"";""     1.0"";""    -4.7"";""     964"";""    30.1"";""    16.6"";""  219932"";""     212"""
"2289;""GM0518"";""2013KW04"";""  94.5"";""     0.3"";""    -2.5"";""    1088"";""    12.9"";""    -3.6"";""  223908"";""     244"""
"2290;""GM0518"";""2013JJ00"";""  93.9"";""    -6.9"";""    -6.9"";""    3620"";""    -8.4"";""    -8.4"";""  216214"";""     783"""
"2291;""GM0518"";""2014KW01"";""  95.1"";""     0.6"";""     1.7"";""     953"";""   -12.4"";""    15.2"";""  218008"";""     208"""
"2292;""GM0518"";""2014KW02"";""  94.7"";""    -0.5"";""     1.6"";""    1138"";""    19.4"";""    53.6"";""  209383"";""     238"""
"2293;""GM0518"";""2014KW03"";""  96.9"";""     2.3"";""     2.8"";""    1298"";""    14.1"";""    34.6"";""  233490"";""     303"""
"2294;""GM0518"";""2014KW04"";""  98.0"";""     1.2"";""     3.7"";""    1570"";""    21.0"";""    44.3"";""  229818"";""     361"""
"2295;""GM0518"";""2014JJ00"";""  96.2"";""     2.5"";""     2.5"";""    4959"";""    37.0"";""    37.0"";""  223820"";""    1110"""
"2296;""GM0518"";""2015KW01"";""  97.5"";""    -0.5"";""     2.5"";""    1125"";""   -28.3"";""    18.0"";""  220399"";""     248"""
"2297;""GM0518"";""2015KW02"";""  98.8"";""     1.3"";""     4.3"";""    1449"";""    28.8"";""    27.3"";""  226309"";""     328"""
"2298;""GM0518"";""2015KW03"";"" 100.8"";""     2.1"";""     4.1"";""    1696"";""    17.0"";""    30.7"";""  241751"";""     410"""
"2299;""GM0518"";""2015KW04"";"" 102.9"";""     2.1"";""     5.0"";""    1876"";""    10.6"";""    19.5"";""  232252"";""     436"""
"2300;""GM0518"";""2015JJ00"";"" 100.0"";""     4.0"";""     4.0"";""    6146"";""    23.9"";""    23.9"";""  231302"";""    1422"""
"2301;""GM0518"";""2016KW01"";"" 104.3"";""     1.4"";""     7.0"";""    1440"";""   -23.2"";""    28.0"";""  225484"";""     325"""
"2302;""GM0518"";""2016KW02"";"" 106.7"";""     2.3"";""     8.0"";""    1783"";""    23.8"";""    23.1"";""  244708"";""     436"""
"2303;""GM0518"";""2016KW03"";"" 109.2"";""     2.4"";""     8.4"";""    2056"";""    15.3"";""    21.2"";""  248981"";""     512"""
"2304;""GM0518"";""2016KW04"";"" 112.8"";""     3.3"";""     9.6"";""    2014"";""    -2.0"";""     7.4"";""  254602"";""     513"""
"2305;""GM0518"";""2016JJ00"";"" 108.3"";""     8.3"";""     8.3"";""    7293"";""    18.7"";""    18.7"";""  244849"";""    1786"""
"2306;""GM0518"";""2017KW01"";"" 115.6"";""     2.4"";""    10.8"";""    1968"";""    -2.3"";""    36.7"";""  245961"";""     484"""
"2307;""GM0518"";""2017KW02"";"" 117.9"";""     2.0"";""    10.5"";""    1922"";""    -2.3"";""     7.8"";""  260708"";""     501"""
"2308;""GM0518"";""2017KW03"";"" 121.9"";""     3.4"";""    11.6"";""    2143"";""    11.5"";""     4.2"";""  274037"";""     587"""
"2309;""GM0518"";""2017KW04"";"" 125.9"";""     3.3"";""    11.6"";""    2070"";""    -3.4"";""     2.8"";""  284274"";""     588"""
"2310;""GM0518"";""2017JJ00"";"" 120.3"";""    11.1"";""    11.1"";""    8103"";""    11.1"";""    11.1"";""  266672"";""    2161"""
"2311;""GM0518"";""2018KW01"";"" 129.4"";""     2.8"";""    12.0"";""    1716"";""   -17.1"";""   -12.8"";""  279876"";""     480"""
"2312;""GM0518"";""2018KW02"";"" 133.3"";""     3.0"";""    13.0"";""    1625"";""    -5.3"";""   -15.5"";""  311783"";""     507"""
"2313;""GM0518"";""2018KW03"";"" 137.5"";""     3.1"";""    12.8"";""    1842"";""    13.4"";""   -14.0"";""  315812"";""     582"""
"2314;""GM0518"";""2018KW04"";"" 141.2"";""     2.7"";""    12.2"";""    1753"";""    -4.8"";""   -15.3"";""  311506"";""     546"""
"2315;""GM0518"";""2018JJ00"";"" 135.4"";""    12.5"";""    12.5"";""    6936"";""   -14.4"";""   -14.4"";""  304889"";""    2115"""
"2316;""GM0518"";""2019KW01"";"" 142.0"";""     0.5"";""     9.7"";""    1486"";""   -15.2"";""   -13.4"";""  312959"";""     465"""
"2317;""GM0518"";""2019KW02"";"" 145.5"";""     2.5"";""     9.2"";""    1567"";""     5.5"";""    -3.6"";""  319945"";""     501"""
"2318;""GM0599"";""1995KW01"";""  38.3"";"""";"""";""    1074"";"""";"""";""   65321"";""      70"""
"2319;""GM0599"";""1995KW02"";""  39.5"";""     3.1"";"""";""    1173"";""     9.2"";"""";""   67514"";""      79"""
"2320;""GM0599"";""1995KW03"";""  39.8"";""     0.9"";"""";""    1243"";""     6.0"";"""";""   67299"";""      84"""
"2321;""GM0599"";""1995KW04"";""  39.6"";""    -0.5"";"""";""    1497"";""    20.4"";"""";""   70197"";""     105"""
"2322;""GM0599"";""1995JJ00"";""  39.3"";"""";"""";""    4987"";"""";"""";""   67793"";""     338"""
"2323;""GM0599"";""1996KW01"";""  41.8"";""     5.5"";""     9.2"";""    1177"";""   -21.4"";""     9.6"";""   68577"";""      81"""
"2324;""GM0599"";""1996KW02"";""  42.7"";""     2.1"";""     8.2"";""    1414"";""    20.1"";""    20.5"";""   73942"";""     105"""
"2325;""GM0599"";""1996KW03"";""  44.2"";""     3.6"";""    11.1"";""    1386"";""    -2.0"";""    11.5"";""   78511"";""     109"""
"2326;""GM0599"";""1996KW04"";""  45.0"";""     1.7"";""    13.6"";""    1513"";""     9.2"";""     1.1"";""   78405"";""     119"""
"2327;""GM0599"";""1996JJ00"";""  43.4"";""    10.6"";""    10.6"";""    5490"";""    10.1"";""    10.1"";""   75175"";""     413"""
"2328;""GM0599"";""1997KW01"";""  46.4"";""     3.0"";""    10.9"";""    1150"";""   -24.0"";""    -2.3"";""   76781"";""      88"""
"2329;""GM0599"";""1997KW02"";""  47.8"";""     3.1"";""    11.9"";""    1508"";""    31.1"";""     6.6"";""   85450"";""     129"""
"2330;""GM0599"";""1997KW03"";""  49.0"";""     2.6"";""    10.8"";""    1437"";""    -4.7"";""     3.7"";""   84655"";""     122"""
"2331;""GM0599"";""1997KW04"";""  50.3"";""     2.6"";""    11.7"";""    1433"";""    -0.3"";""    -5.3"";""   87150"";""     125"""
"2332;""GM0599"";""1997JJ00"";""  48.4"";""    11.3"";""    11.3"";""    5528"";""     0.7"";""     0.7"";""   83880"";""     464"""
"2333;""GM0599"";""1998KW01"";""  50.3"";""     0.0"";""     8.5"";""    1264"";""   -11.8"";""     9.9"";""   89747"";""     113"""
"2334;""GM0599"";""1998KW02"";""  51.9"";""     3.1"";""     8.6"";""    1504"";""    19.0"";""    -0.3"";""   91864"";""     138"""
"2335;""GM0599"";""1998KW03"";""  53.5"";""     3.1"";""     9.1"";""    1905"";""    26.7"";""    32.6"";""   95382"";""     182"""
"2336;""GM0599"";""1998KW04"";""  55.6"";""     4.0"";""    10.5"";""    1886"";""    -1.0"";""    31.6"";""   96504"";""     182"""
"2337;""GM0599"";""1998JJ00"";""  52.8"";""     9.2"";""     9.2"";""    6559"";""    18.7"";""    18.7"";""   93812"";""     615"""
"2338;""GM0599"";""1999KW01"";""  56.5"";""     1.6"";""    12.3"";""    1397"";""   -25.9"";""    10.5"";""   99900"";""     140"""
"2339;""GM0599"";""1999KW02"";""  59.0"";""     4.5"";""    13.7"";""    1490"";""     6.7"";""    -0.9"";""  100209"";""     149"""
"2340;""GM0599"";""1999KW03"";""  61.8"";""     4.7"";""    15.6"";""    1814"";""    21.7"";""    -4.8"";""  110008"";""     200"""
"2341;""GM0599"";""1999KW04"";""  64.4"";""     4.3"";""    15.9"";""    1938"";""     6.8"";""     2.8"";""  109067"";""     211"""
"2342;""GM0599"";""1999JJ00"";""  60.4"";""    14.4"";""    14.4"";""    6639"";""     1.2"";""     1.2"";""  105407"";""     700"""
"2343;""GM0599"";""2000KW01"";""  67.6"";""     4.8"";""    19.6"";""    1437"";""   -25.9"";""     2.9"";""  117363"";""     169"""
"2344;""GM0599"";""2000KW02"";""  69.7"";""     3.1"";""    18.0"";""    1563"";""     8.8"";""     4.9"";""  119894"";""     187"""
"2345;""GM0599"";""2000KW03"";""  72.6"";""     4.2"";""    17.5"";""    1623"";""     3.8"";""   -10.5"";""  132623"";""     215"""
"2346;""GM0599"";""2000KW04"";""  73.8"";""     1.7"";""    14.6"";""    1910"";""    17.7"";""    -1.4"";""  129433"";""     247"""
"2347;""GM0599"";""2000JJ00"";""  70.9"";""    17.3"";""    17.3"";""    6533"";""    -1.6"";""    -1.6"";""  125288"";""     819"""
"2348;""GM0599"";""2001KW01"";""  77.3"";""     4.7"";""    14.5"";""    1415"";""   -25.9"";""    -1.5"";""  124403"";""     176"""
"2349;""GM0599"";""2001KW02"";""  78.4"";""     1.4"";""    12.6"";""    1672"";""    18.2"";""     7.0"";""  135060"";""     226"""
"2350;""GM0599"";""2001KW03"";""  81.5"";""     4.0"";""    12.3"";""    1838"";""     9.9"";""    13.2"";""  140308"";""     258"""
"2351;""GM0599"";""2001KW04"";""  82.7"";""     1.5"";""    12.0"";""    2045"";""    11.3"";""     7.1"";""  139740"";""     286"""
"2352;""GM0599"";""2001JJ00"";""  80.0"";""    12.8"";""    12.8"";""    6970"";""     6.7"";""     6.7"";""  135654"";""     946"""
"2353;""GM0599"";""2002KW01"";""  84.8"";""     2.6"";""     9.7"";""    1625"";""   -20.5"";""    14.8"";""  143158"";""     233"""
"2354;""GM0599"";""2002KW02"";""  86.2"";""     1.6"";""     9.9"";""    1772"";""     9.0"";""     6.0"";""  143587"";""     254"""
"2355;""GM0599"";""2002KW03"";""  88.7"";""     2.8"";""     8.7"";""    1835"";""     3.6"";""    -0.2"";""  151033"";""     277"""
"2356;""GM0599"";""2002KW04"";""  88.4"";""    -0.3"";""     6.9"";""    1694"";""    -7.7"";""   -17.2"";""  151771"";""     257"""
"2357;""GM0599"";""2002JJ00"";""  87.0"";""     8.8"";""     8.8"";""    6926"";""    -0.6"";""    -0.6"";""  147461"";""    1021"""
"2358;""GM0599"";""2003KW01"";""  90.1"";""     1.9"";""     6.2"";""    1522"";""   -10.2"";""    -6.3"";""  143018"";""     218"""
"2359;""GM0599"";""2003KW02"";""  90.9"";""     0.8"";""     5.4"";""    1683"";""    10.6"";""    -5.0"";""  146120"";""     246"""
"2360;""GM0599"";""2003KW03"";""  92.2"";""     1.5"";""     4.0"";""    1832"";""     8.9"";""    -0.2"";""  155145"";""     284"""
"2361;""GM0599"";""2003KW04"";""  93.0"";""     0.9"";""     5.2"";""    2061"";""    12.5"";""    21.7"";""  155609"";""     321"""
"2362;""GM0599"";""2003JJ00"";""  91.6"";""     5.2"";""     5.2"";""    7098"";""     2.5"";""     2.5"";""  150540"";""    1069"""
"2363;""GM0599"";""2004KW01"";""  93.5"";""     0.5"";""     3.8"";""    1569"";""   -23.9"";""     3.1"";""  160469"";""     252"""
"2364;""GM0599"";""2004KW02"";""  94.2"";""     0.7"";""     3.7"";""    1772"";""    12.9"";""     5.3"";""  157023"";""     278"""
"2365;""GM0599"";""2004KW03"";""  95.5"";""     1.4"";""     3.6"";""    1787"";""     0.8"";""    -2.5"";""  164096"";""     293"""
"2366;""GM0599"";""2004KW04"";""  96.1"";""     0.7"";""     3.3"";""    1910"";""     6.9"";""    -7.3"";""  159392"";""     304"""
"2367;""GM0599"";""2004JJ00"";""  94.8"";""     3.6"";""     3.6"";""    7038"";""    -0.8"";""    -0.8"";""  160230"";""    1128"""
"2368;""GM0599"";""2005KW01"";""  97.0"";""     0.8"";""     3.7"";""    1603"";""   -16.1"";""     2.2"";""  159198"";""     255"""
"2369;""GM0599"";""2005KW02"";""  99.0"";""     2.1"";""     5.0"";""    1825"";""    13.8"";""     3.0"";""  163745"";""     299"""
"2370;""GM0599"";""2005KW03"";""  99.5"";""     0.5"";""     4.2"";""    1831"";""     0.3"";""     2.5"";""  170281"";""     312"""
"2371;""GM0599"";""2005KW04"";""  99.4"";""    -0.1"";""     3.4"";""    2073"";""    13.2"";""     8.5"";""  169871"";""     352"""
"2372;""GM0599"";""2005JJ00"";""  98.7"";""     4.1"";""     4.1"";""    7332"";""     4.2"";""     4.2"";""  166115"";""    1218"""
"2373;""GM0599"";""2006KW01"";"" 101.2"";""     1.8"";""     4.4"";""    1616"";""   -22.0"";""     0.8"";""  171760"";""     278"""
"2374;""GM0599"";""2006KW02"";"" 101.8"";""     0.6"";""     2.8"";""    1846"";""    14.2"";""     1.2"";""  177080"";""     327"""
"2375;""GM0599"";""2006KW03"";"" 102.5"";""     0.7"";""     3.0"";""    1793"";""    -2.9"";""    -2.1"";""  177045"";""     317"""
"2376;""GM0599"";""2006KW04"";"" 103.2"";""     0.8"";""     3.8"";""    1961"";""     9.4"";""    -5.4"";""  182093"";""     357"""
"2377;""GM0599"";""2006JJ00"";"" 102.2"";""     3.5"";""     3.5"";""    7216"";""    -1.6"";""    -1.6"";""  177242"";""    1279"""
"2378;""GM0599"";""2007KW01"";"" 104.9"";""     1.6"";""     3.7"";""    1775"";""    -9.5"";""     9.8"";""  182263"";""     324"""
"2379;""GM0599"";""2007KW02"";"" 105.5"";""     0.6"";""     3.7"";""    1872"";""     5.5"";""     1.4"";""  185872"";""     348"""
"2380;""GM0599"";""2007KW03"";"" 106.4"";""     0.8"";""     3.8"";""    1843"";""    -1.5"";""     2.8"";""  192715"";""     355"""
"2381;""GM0599"";""2007KW04"";"" 105.6"";""    -0.7"";""     2.3"";""    1861"";""     1.0"";""    -5.1"";""  188828"";""     351"""
"2382;""GM0599"";""2007JJ00"";"" 105.6"";""     3.4"";""     3.4"";""    7351"";""     1.9"";""     1.9"";""  187465"";""    1378"""
"2383;""GM0599"";""2008KW01"";"" 107.0"";""     1.3"";""     2.0"";""    1501"";""   -19.3"";""   -15.4"";""  192581"";""     289"""
"2384;""GM0599"";""2008KW02"";"" 108.1"";""     1.0"";""     2.4"";""    1600"";""     6.6"";""   -14.5"";""  183736"";""     294"""
"2385;""GM0599"";""2008KW03"";"" 109.7"";""     1.5"";""     3.1"";""    1605"";""     0.3"";""   -12.9"";""  194195"";""     312"""
"2386;""GM0599"";""2008KW04"";"" 109.1"";""    -0.5"";""     3.3"";""    1520"";""    -5.3"";""   -18.3"";""  190199"";""     289"""
"2387;""GM0599"";""2008JJ00"";"" 108.4"";""     2.7"";""     2.7"";""    6226"";""   -15.3"";""   -15.3"";""  190143"";""    1184"""
"2388;""GM0599"";""2009KW01"";"" 107.6"";""    -1.4"";""     0.6"";""     981"";""   -35.5"";""   -34.6"";""  190389"";""     187"""
"2389;""GM0599"";""2009KW02"";"" 106.0"";""    -1.5"";""    -1.9"";""    1081"";""    10.2"";""   -32.4"";""  179283"";""     194"""
"2390;""GM0599"";""2009KW03"";"" 107.1"";""     1.1"";""    -2.3"";""    1263"";""    16.8"";""   -21.3"";""  183661"";""     232"""
"2391;""GM0599"";""2009KW04"";"" 105.5"";""    -1.6"";""    -3.4"";""    1300"";""     2.9"";""   -14.5"";""  187424"";""     244"""
"2392;""GM0599"";""2009JJ00"";"" 106.5"";""    -1.8"";""    -1.8"";""    4625"";""   -25.7"";""   -25.7"";""  185122"";""     856"""
"2393;""GM0599"";""2010KW01"";"" 106.3"";""     0.8"";""    -1.2"";""     990"";""   -23.8"";""     0.9"";""  186649"";""     185"""
"2394;""GM0599"";""2010KW02"";"" 106.6"";""     0.3"";""     0.6"";""    1083"";""     9.4"";""     0.2"";""  190617"";""     206"""
"2395;""GM0599"";""2010KW03"";"" 106.4"";""    -0.2"";""    -0.7"";""    1066"";""    -1.6"";""   -15.6"";""  188380"";""     201"""
"2396;""GM0599"";""2010KW04"";"" 103.8"";""    -2.4"";""    -1.5"";""    1224"";""    14.8"";""    -5.8"";""  183660"";""     225"""
"2397;""GM0599"";""2010JJ00"";"" 105.8"";""    -0.7"";""    -0.7"";""    4363"";""    -5.7"";""    -5.7"";""  187218"";""     817"""
"2398;""GM0599"";""2011KW01"";"" 105.2"";""     1.3"";""    -1.0"";""     937"";""   -23.4"";""    -5.4"";""  195726"";""     183"""
"2399;""GM0599"";""2011KW02"";"" 103.7"";""    -1.4"";""    -2.8"";""    1023"";""     9.2"";""    -5.5"";""  193367"";""     198"""
"2400;""GM0599"";""2011KW03"";"" 106.8"";""     3.0"";""     0.4"";""     993"";""    -2.9"";""    -6.8"";""  198966"";""     198"""
"2401;""GM0599"";""2011KW04"";"" 104.4"";""    -2.2"";""     0.6"";""    1062"";""     6.9"";""   -13.2"";""  188587"";""     200"""
"2402;""GM0599"";""2011JJ00"";"" 105.0"";""    -0.7"";""    -0.7"";""    4015"";""    -8.0"";""    -8.0"";""  194038"";""     779"""
"2403;""GM0599"";""2012KW01"";"" 102.3"";""    -2.1"";""    -2.7"";""     789"";""   -25.7"";""   -15.8"";""  187331"";""     148"""
"2404;""GM0599"";""2012KW02"";"" 100.6"";""    -1.6"";""    -2.9"";""    1070"";""    35.6"";""     4.6"";""  193398"";""     207"""
"2405;""GM0599"";""2012KW03"";""  98.6"";""    -2.0"";""    -7.7"";""     801"";""   -25.1"";""   -19.3"";""  178916"";""     143"""
"2406;""GM0599"";""2012KW04"";""  97.7"";""    -0.9"";""    -6.4"";""    1066"";""    33.1"";""     0.4"";""  172234"";""     184"""
